s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 1.6441717E+002, 4.6897077E+002, 8.2618484E-003, 1.4230243E+001, 3.6825247E+001, 9.9304242E-001, 6.1307860E+002, 2.2381501E+003,-7.7256697E+002, 1.7065398E+002
 1.6500022E+002, 4.3764729E+002, 6.2493114E-003, 1.1080014E+001, 3.0343211E+001, 1.0411693E+000, 5.8662037E+002, 1.8854074E+003,-7.5697880E+002, 1.4019926E+002
 1.6560338E+002, 4.5461235E+002, 9.4565836E-003, 1.6811586E+001, 3.8842667E+001, 1.4619578E+000, 6.4719703E+002, 2.5322733E+003,-1.2489609E+003, 1.6962291E+002
 1.6620653E+002, 4.5226007E+002, 1.1551146E-002, 1.9366467E+001, 4.1426654E+001, 1.4280662E+000, 6.3885976E+002, 2.8164348E+003,-1.3404749E+003, 1.8197411E+002
 1.6680969E+002, 5.1012933E+002, 9.4927955E-003, 1.3772621E+001, 4.3681058E+001, 1.0431795E+000, 6.3768080E+002, 2.5682597E+003,-1.2266798E+003, 1.9715441E+002
 1.6740853E+002, 5.2868357E+002, 1.0976300E-002, 1.8829795E+001, 5.0696763E+001, 2.4888609E+000, 8.1583163E+002, 3.2297685E+003,-1.2638363E+003, 3.0901985E+002
 1.6801603E+002, 4.9821186E+002, 1.1863146E-002, 1.7321247E+001, 4.6118274E+001, 2.6529950E+000, 7.9533349E+002, 2.7740663E+003,-1.1143449E+003, 2.0235548E+002
 1.6860189E+002, 4.1448965E+002, 4.4136420E-003, 8.1373808E+000, 2.4136846E+001, 5.0487620E-001, 4.9818402E+002, 1.5259684E+003,-5.9940357E+002, 1.1457531E+002
 1.6920519E+002, 4.3076249E+002, 6.0798735E-003, 1.2477227E+001, 3.0443935E+001, 6.5463095E-001, 5.3636108E+002, 1.9987430E+003,-9.5720420E+002, 1.3800021E+002
 1.6980990E+002, 4.4989913E+002, 1.0842279E-002, 1.8524137E+001, 4.0199905E+001, 1.4087406E+000, 6.3821508E+002, 2.7768374E+003,-1.2590516E+003, 1.7676273E+002
 1.7040773E+002, 5.1624997E+002, 1.1432232E-002, 1.4128687E+001, 4.5484099E+001, 1.5955631E+000, 6.8513139E+002, 2.6254941E+003,-1.2115408E+003, 1.9804324E+002
 1.7100691E+002, 4.8379652E+002, 7.1518007E-003, 1.4164901E+001, 3.8355002E+001, 1.1888430E+000, 6.4839587E+002, 2.6789970E+003,-1.2221618E+003, 1.7264242E+002
 1.7161367E+002, 5.2175168E+002, 1.2644427E-002, 2.1562879E+001, 5.2035860E+001, 1.8983516E+000, 7.5810597E+002, 3.5244787E+003,-1.7658861E+003, 2.2601904E+002
 1.7220242E+002, 4.8415389E+002, 1.3109406E-002, 1.9438151E+001, 4.6245503E+001, 2.1860608E+000, 7.4278065E+002, 3.0119926E+003,-1.2954254E+003, 2.0248298E+002
 1.7281321E+002, 4.3438393E+002, 7.9311781E-003, 1.3367660E+001, 3.2555865E+001, 1.0131725E+000, 5.7955257E+002, 2.0422966E+003,-9.1215598E+002, 1.4656585E+002
 1.7341801E+002, 4.2203872E+002, 8.3255454E-003, 1.4986346E+001, 3.3322316E+001, 9.8030637E-001, 5.7316451E+002, 2.1551019E+003,-9.5045821E+002, 1.5753453E+002
 1.7401983E+002, 4.9648086E+002, 8.4500701E-003, 1.6935811E+001, 4.2884162E+001, 1.6217736E+000, 7.0234082E+002, 2.8578734E+003,-1.2396796E+003, 1.9276003E+002
 1.7460358E+002, 5.5590002E+002, 1.3935514E-002, 2.3813169E+001, 6.1358739E+001, 3.7488818E+000, 9.4458785E+002, 3.6078657E+003,-1.4772081E+003, 4.6867403E+002
 1.7520342E+002, 5.4218220E+002, 2.1480764E-002, 3.0458384E+001, 6.9700957E+001, 4.9894571E+000, 1.0272514E+003, 2.9303168E+003,-1.4895956E+003, 4.0254262E+002
 1.7580554E+002, 4.3897885E+002, 9.7749793E-003, 1.4539717E+001, 3.6759988E+001, 2.6162100E+000, 7.2874162E+002, 2.4033645E+003,-8.6258325E+002, 1.5928273E+002
 1.7641776E+002, 4.0905851E+002, 6.7326852E-003, 1.3249816E+001, 3.0895148E+001, 8.8874195E-001, 5.7554329E+002, 1.9431277E+003,-8.1738506E+002, 1.4238355E+002
 1.7700160E+002, 5.0146153E+002, 7.9648168E-003, 1.7000663E+001, 4.3358797E+001, 1.2736017E+000, 6.7057585E+002, 3.1247638E+003,-1.4422922E+003, 1.8888158E+002
 1.7760003E+002, 5.0072468E+002, 1.0784231E-002, 1.7875191E+001, 4.4783422E+001, 1.2833774E+000, 6.7735919E+002, 2.8840888E+003,-1.3409683E+003, 2.0059170E+002
 1.7820681E+002, 5.0240349E+002, 1.4764846E-002, 2.4804441E+001, 5.3855048E+001, 2.2646234E+000, 7.7087930E+002, 4.0812097E+003,-1.8984472E+003, 2.3245121E+002
 1.7880397E+002, 5.0512425E+002, 1.9730861E-002, 2.6707283E+001, 6.0516083E+001, 3.2107721E+000, 8.4349434E+002, 3.6474376E+003,-1.6778808E+003, 2.6120180E+002
 1.7941672E+002, 4.7459112E+002, 6.5056977E-003, 1.2552638E+001, 3.6202997E+001, 1.4560178E+000, 6.6666369E+002, 2.6211235E+003,-1.1097565E+003, 1.6258687E+002
 1.8000897E+002, 5.1361924E+002, 1.1676500E-002, 1.9481564E+001, 4.8054364E+001, 1.3225136E+000, 6.8936474E+002, 2.8785891E+003,-1.2958164E+003, 2.1535264E+002
 1.8060445E+002, 4.6159490E+002, 8.6398566E-003, 1.5170315E+001, 3.7980550E+001, 1.6336922E+000, 6.6993838E+002, 2.4013204E+003,-9.6204601E+002, 2.3271294E+002
 1.8120725E+002, 4.8990326E+002, 1.7726791E-002, 2.6867797E+001, 5.6950600E+001, 3.7675525E+000, 8.7959851E+002, 3.7488607E+003,-1.6709740E+003, 2.5502086E+002
 1.8180939E+002, 4.3553726E+002, 7.8682352E-003, 1.2323978E+001, 3.2437744E+001, 1.1598871E+000, 5.9618280E+002, 2.1069813E+003,-7.6064482E+002, 1.4874243E+002
 1.8241291E+002, 4.7168168E+002, 5.4051629E-003, 1.3000352E+001, 3.5290861E+001, 9.6657113E-001, 6.1135222E+002, 2.2352766E+003,-1.1845847E+003, 1.5797542E+002
 1.8300350E+002, 5.2451969E+002, 1.1681630E-002, 2.0405446E+001, 5.1458837E+001, 2.2017798E+000, 7.8506134E+002, 3.6981425E+003,-1.6859034E+003, 2.2080162E+002
 1.8361355E+002, 5.0158666E+002, 1.3664125E-002, 2.2232083E+001, 5.1843114E+001, 2.8643539E+000, 8.2010366E+002, 3.6409941E+003,-1.2860626E+003, 4.3771817E+002
 1.8420013E+002, 5.3637314E+002, 2.4254309E-002, 3.0266466E+001, 7.3055376E+001, 4.8936549E+000, 1.0075398E+003, 3.0812763E+003,-1.6631418E+003, 3.7643548E+002
 1.8481245E+002, 5.2743637E+002, 1.1685515E-002, 1.7354068E+001, 5.0705581E+001, 3.4884413E+000, 8.9068981E+002, 3.1776996E+003,-1.4145001E+003, 2.1721255E+002
 1.8540775E+002, 4.9903823E+002, 1.1788995E-002, 2.0838161E+001, 4.8520253E+001, 1.8625442E+000, 7.3080988E+002, 3.3464022E+003,-1.6731019E+003, 2.1001569E+002
 1.8601576E+002, 4.8910866E+002, 1.7048240E-002, 2.6253216E+001, 5.5319602E+001, 2.9841630E+000, 8.1968914E+002, 3.9854300E+003,-1.7771159E+003, 2.3474823E+002
 1.8661507E+002, 4.8111277E+002, 1.0952732E-002, 1.4485285E+001, 3.1640627E+001, 1.5004482E+000, 6.5344799E+002, 2.7370862E+003,-1.0279377E+003, 1.8816781E+002
 1.8721790E+002, 5.0990694E+002, 9.2950480E-003, 1.8399182E+001, 4.5933707E+001, 1.2745251E+000, 6.8183788E+002, 2.6985451E+003,-1.5173684E+003, 2.0493016E+002
 1.8781605E+002, 5.0596391E+002, 1.2374389E-002, 1.9906228E+001, 4.8936924E+001, 2.1232139E+000, 7.6337974E+002, 2.9773211E+003,-1.5066766E+003, 2.1261697E+002
 1.8841627E+002, 4.9508042E+002, 1.6851411E-002, 2.7137626E+001, 5.6349503E+001, 2.7193495E+000, 8.0297969E+002, 3.6063352E+003,-1.9077037E+003, 2.3874528E+002
 1.8900488E+002, 4.3150109E+002, 1.2691555E-002, 1.9463022E+001, 4.0873418E+001, 1.9086919E+000, 6.5994199E+002, 2.6236312E+003,-8.5870992E+002, 1.8528421E+002
 1.8962387E+002, 4.1205540E+002, 2.2532828E-003, 7.4397811E+000, 2.2895909E+001, 4.4503808E-001, 4.8801980E+002, 1.3854565E+003,-6.4450157E+002, 1.0790470E+002
 1.9021384E+002, 4.6866195E+002, 6.1529844E-003, 1.3594473E+001, 3.5907794E+001, 1.1214389E+000, 6.2554169E+002, 2.2744735E+003,-1.1949057E+003, 1.5866618E+002
 1.9081127E+002, 4.8068499E+002, 9.1664503E-003, 1.5986236E+001, 4.0008448E+001, 1.0595945E+000, 6.3232420E+002, 2.6327255E+003,-1.1562339E+003, 1.7959724E+002
 1.9140869E+002, 4.7609489E+002, 1.0403261E-002, 1.7833153E+001, 4.1979802E+001, 1.4614761E+000, 6.6669815E+002, 3.0116483E+003,-1.2861871E+003, 1.8660009E+002
 1.9200614E+002, 5.1364374E+002, 5.3151900E-003, 1.2140056E+001, 3.8966119E+001, 8.2054056E-001, 6.2970499E+002, 1.9053501E+003,-9.6467187E+002, 1.8174684E+002
 1.9260394E+002, 5.0198524E+002, 6.5643360E-003, 1.1850608E+001, 3.7092131E+001, 6.8701240E-001, 6.1111305E+002, 2.1983903E+003,-1.0319542E+003, 1.7185446E+002
 1.9320369E+002, 4.8281469E+002, 5.9035234E-003, 1.1786309E+001, 3.4546493E+001, 6.0618581E-001, 5.8257666E+002, 2.2489574E+003,-1.0613578E+003, 1.5944165E+002
 1.9380344E+002, 4.9893520E+002, 7.5781150E-003, 1.4399449E+001, 3.9776248E+001, 9.3025958E-001, 6.3503855E+002, 2.6780419E+003,-1.2609435E+003, 1.7932502E+002
 1.9440319E+002, 5.0669114E+002, 9.7666754E-003, 1.6421130E+001, 4.3652045E+001, 1.2248175E+000, 6.7651422E+002, 2.4843717E+003,-1.2067938E+003, 1.9710112E+002
 1.9500686E+002, 4.8355084E+002, 9.5838903E-003, 1.6201204E+001, 4.1189667E+001, 1.4647018E+000, 6.7734903E+002, 2.6348449E+003,-1.1125170E+003, 2.2376488E+002
 1.9561477E+002, 5.0552068E+002, 1.6387656E-002, 2.6885547E+001, 5.6420146E+001, 2.1627074E+000, 7.6393480E+002, 3.4866542E+003,-1.7879459E+003, 2.5666665E+002
 1.9621607E+002, 4.6202670E+002, 1.4273389E-002, 2.3101718E+001, 4.8436519E+001, 2.8022105E+000, 7.8025457E+002, 3.1173796E+003,-1.2788852E+003, 2.0878024E+002
 1.9681840E+002, 4.7546069E+002, 4.1726836E-003, 9.5611995E+000, 3.1513097E+001, 6.1712985E-001, 5.7686098E+002, 1.6185380E+003,-8.8206132E+002, 1.4773863E+002
 1.9741199E+002, 5.2308393E+002, 6.8645198E-003, 1.5410411E+001, 4.3771132E+001, 1.1315988E+000, 6.7958565E+002, 2.8865924E+003,-1.4739211E+003, 2.0457155E+002
 1.9800355E+002, 5.6184740E+002, 1.1523879E-002, 1.7627370E+001, 5.4156986E+001, 2.4551172E+000, 8.4762750E+002, 3.2887394E+003,-1.4543139E+003, 2.3961085E+002
 1.9861247E+002, 4.6465768E+002, 6.4700380E-003, 1.0599863E+001, 3.2485738E+001, 9.9808767E-001, 6.0860645E+002, 2.0532672E+003,-8.4499079E+002, 1.5290012E+002
 1.9921621E+002, 4.9240217E+002, 8.8555547E-003, 1.7148516E+001, 4.2625408E+001, 1.3130959E+000, 6.6869373E+002, 2.5583843E+003,-1.2984684E+003, 1.9708526E+002
 1.9981549E+002, 5.0397467E+002, 1.3534454E-002, 2.1193995E+001, 5.0719904E+001, 2.6018914E+000, 8.0124277E+002, 3.3907953E+003,-1.4935739E+003, 2.2578562E+002
 2.0040520E+002, 4.7926704E+002, 1.5427409E-002, 2.3574551E+001, 5.0743139E+001, 2.6002516E+000, 7.7412765E+002, 3.3400870E+003,-1.4023188E+003, 2.4234015E+002
 2.0101075E+002, 5.9635665E+002, 1.2539764E-002, 1.4004562E+001, 6.2558233E+001, 2.8694466E+000, 8.7943275E+002, 3.1013541E+003,-1.2175870E+003, 5.0591593E+002
 2.0160494E+002, 5.2576128E+002, 8.4477548E-003, 1.1567370E+001, 4.4254474E+001, 3.5821159E+000, 9.0223645E+002, 3.2392419E+003,-1.1253000E+003, 1.9125976E+002
 2.0220927E+002, 5.0641318E+002, 8.1818366E-003, 1.4079215E+001, 4.0231328E+001, 7.6047772E-001, 6.2011907E+002, 2.2793135E+003,-1.1702928E+003, 1.8333193E+002
 2.0282027E+002, 4.9634133E+002, 8.1456106E-003, 1.6180545E+001, 4.1791611E+001, 1.2117040E+000, 6.6183115E+002, 2.8669574E+003,-1.5687601E+003, 1.8472369E+002
 2.0340472E+002, 5.2703540E+002, 1.3947416E-002, 2.1407480E+001, 5.3418772E+001, 2.2928418E+000, 7.9697107E+002, 3.8318234E+003,-1.5664472E+003, 2.3249764E+002
 2.0400249E+002, 4.6964933E+002, 1.0961268E-002, 1.8070080E+001, 4.1714387E+001, 1.3476365E+000, 6.5116995E+002, 2.7614233E+003,-1.2083783E+003, 1.8702200E+002
 2.0460904E+002, 4.7882889E+002, 1.8245164E-002, 2.7931444E+001, 5.5197197E+001, 2.5054402E+000, 7.7631788E+002, 3.6088528E+003,-1.8685310E+003, 2.3674478E+002
 2.0520568E+002, 5.8827995E+002, 9.2963470E-003, 2.0882974E+001, 6.2514104E+001, 3.2853808E+000, 9.3932758E+002, 2.6542980E+003,-2.2197586E+003, 3.7901393E+002
 2.0580721E+002, 7.0277095E+002, 2.4816794E-002, 3.3988999E+001, 1.0438433E+002, 3.9385085E+000, 1.1075990E+003, 3.1036692E+003,-2.3719241E+003, 5.2439334E+002
 2.0640585E+002, 4.9996981E+002, 1.2043985E-002, 1.9272585E+001, 4.8427218E+001, 2.8785917E+000, 8.1570932E+002, 2.8633509E+003,-1.3992378E+003, 2.1124769E+002
 2.0701316E+002, 4.6105675E+002, 1.0581912E-002, 1.8298506E+001, 4.1128838E+001, 1.4455822E+000, 6.4916937E+002, 3.1962798E+003,-1.2896518E+003, 1.8454106E+002
 2.0760168E+002, 4.9634848E+002, 1.6429200E-002, 2.5890591E+001, 5.5701331E+001, 2.1958257E+000, 7.5953018E+002, 3.0869834E+003,-1.5572171E+003, 2.4299622E+002
 2.0821061E+002, 5.1203633E+002, 6.4425062E-003, 1.5320158E+001, 4.1913288E+001, 8.9429946E-001, 6.4484887E+002, 2.7197673E+003,-1.1326250E+003, 2.0531996E+002
 2.0880715E+002, 6.4121457E+002, 1.7530943E-002, 2.8592763E+001, 7.8695750E+001, 2.5383659E+000, 9.2810612E+002, 3.3804498E+003,-1.5780299E+003, 4.3134204E+002
 2.0940641E+002, 5.0531757E+002, 1.1372573E-002, 1.5066233E+001, 4.5580481E+001, 3.2141408E+000, 8.4275208E+002, 2.8897928E+003,-8.0352527E+002, 2.0654600E+002
 2.1001648E+002, 4.4597912E+002, 6.2709174E-003, 1.3039642E+001, 3.3655835E+001, 1.3652385E+000, 6.2874856E+002, 2.2295253E+003,-1.0153669E+003, 1.5167171E+002
 2.1061240E+002, 4.5671591E+002, 9.7300688E-003, 1.5482550E+001, 3.6846835E+001, 8.2218401E-001, 5.7862837E+002, 2.1002150E+003,-6.0942240E+002, 1.7413982E+002
 2.1120874E+002, 4.1742350E+002, 4.9609985E-003, 9.7892099E+000, 2.6563663E+001, 7.1843822E-001, 5.3161272E+002, 1.5501347E+003,-6.1020919E+002, 1.2659032E+002
 2.1181794E+002, 4.5045635E+002, 1.2978105E-002, 1.6127419E+001, 4.3932799E+001, 2.0368768E+000, 6.9539421E+002, 3.4119416E+003,-1.5678444E+003, 1.8957092E+002
 2.1241565E+002, 5.7690540E+002, 9.3338599E-003, 1.8038021E+001, 5.5389814E+001, 1.5409063E+000, 7.7001961E+002, 3.2298522E+003,-1.4504167E+003, 2.5028387E+002
 2.1300601E+002, 4.4525245E+002, 4.5385105E-003, 7.9155667E+000, 2.6575488E+001, 3.9995825E-001, 5.1815229E+002, 1.4330343E+003,-3.5723532E+002, 1.3474465E+002
 2.1361181E+002, 4.6205702E+002, 5.2076977E-003, 1.0392943E+001, 3.1562910E+001, 9.2124532E-001, 5.9830498E+002, 1.8973441E+003,-5.8307196E+002, 1.4952715E+002
 2.1420834E+002, 4.4099183E+002, 4.5591280E-003, 8.7690797E+000, 2.7660519E+001, 8.2241964E-001, 5.6512647E+002, 1.7419242E+003,-5.1227335E+002, 1.3222989E+002
 2.1480728E+002, 4.7096088E+002, 6.8715589E-003, 1.3859359E+001, 3.6434423E+001, 1.1165514E+000, 6.2691756E+002, 2.2522021E+003,-1.1315747E+003, 1.6610018E+002
 2.1541561E+002, 4.9750223E+002, 1.1741439E-002, 1.8597293E+001, 4.5810471E+001, 1.6658683E+000, 7.1171489E+002, 3.0031897E+003,-1.2430769E+003, 2.1081287E+002
 2.1601206E+002, 4.9303197E+002, 1.6209978E-002, 2.5796993E+001, 5.5434885E+001, 3.3260485E+000, 8.4770347E+002, 3.1687248E+003,-1.2676896E+003, 4.6803849E+002
 2.1660725E+002, 5.5952818E+002, 1.7865967E-002, 2.5893217E+001, 6.8175996E+001, 3.2794261E+000, 9.1649229E+002, 3.2616724E+003,-1.2801505E+003, 4.4074096E+002
 2.1720512E+002, 5.2635468E+002, 8.8017861E-003, 1.4385215E+001, 4.6100922E+001, 2.8281268E+000, 8.4160275E+002, 2.9555004E+003,-1.2607881E+003, 2.0189307E+002
 2.1780245E+002, 4.9756505E+002, 8.5637247E-003, 1.4091597E+001, 3.9966397E+001, 1.1100950E+000, 6.4757295E+002, 2.6396244E+003,-9.5837784E+002, 1.8426596E+002
 2.1840162E+002, 4.7806666E+002, 8.0261237E-003, 1.4494820E+001, 3.7541067E+001, 8.1047908E-001, 6.0087043E+002, 2.1472556E+003,-7.0988045E+002, 1.7810594E+002
 2.1901399E+002, 4.6636825E+002, 8.3089643E-003, 1.4694895E+001, 3.7732456E+001, 1.5207960E+000, 6.6585835E+002, 2.2428851E+003,-9.0800911E+002, 2.0439011E+002
 2.1960780E+002, 4.8164283E+002, 1.3107281E-002, 2.1407611E+001, 4.7605949E+001, 2.0718218E+000, 7.3227182E+002, 3.2709890E+003,-1.2144733E+003, 2.2066813E+002
 2.2021242E+002, 4.6125651E+002, 1.3230949E-002, 1.8550692E+001, 4.4300879E+001, 3.3774571E+000, 8.1409122E+002, 3.3188021E+003,-1.1014501E+003, 1.9081312E+002
 2.2081187E+002, 5.8087318E+002, 8.0320670E-003, 1.0677675E+001, 5.0163060E+001, 1.6887882E+000, 7.4984559E+002, 2.4140955E+003,-7.5111188E+002, 4.8095027E+002
 2.2141127E+002, 5.5270739E+002, 1.1394623E-002, 1.6625206E+001, 5.2198229E+001, 2.6326060E+000, 8.4371370E+002, 2.8689979E+003,-1.0233135E+003, 2.4238899E+002
 2.2200023E+002, 5.8827735E+002, 1.7107752E-002, 2.9091071E+001, 7.0601924E+001, 2.5010603E+000, 8.7699183E+002, 3.1403141E+003,-1.5638573E+003, 3.5727522E+002
 2.2260874E+002, 5.1892777E+002, 1.7829796E-002, 2.6006920E+001, 5.9633206E+001, 3.7390062E+000, 9.0930132E+002, 3.2018253E+003,-1.6921840E+003, 2.5713392E+002
 2.2321472E+002, 4.9385368E+002, 1.5919768E-002, 2.4613044E+001, 5.4521362E+001, 2.6471628E+000, 7.8443022E+002, 3.5936903E+003,-1.6688334E+003, 2.3523408E+002
 2.2381171E+002, 5.4019603E+002, 8.6818078E-003, 1.6295945E+001, 4.7562564E+001, 1.2334217E+000, 7.1104215E+002, 2.8882131E+003,-1.5200819E+003, 2.1475495E+002
 2.2441656E+002, 5.4103505E+002, 1.0815968E-002, 1.8260260E+001, 5.0712047E+001, 1.6759144E+000, 7.5466200E+002, 3.7451982E+003,-1.5860380E+003, 2.2564716E+002
 2.2500377E+002, 5.2936574E+002, 1.2482116E-002, 2.1327931E+001, 5.2832445E+001, 1.9478434E+000, 7.6747561E+002, 3.7434796E+003,-1.6270913E+003, 2.3196303E+002
 2.2561200E+002, 4.9832813E+002, 1.3707168E-002, 2.1306912E+001, 4.9739147E+001, 2.1612221E+000, 7.5785871E+002, 2.9573691E+003,-1.2917858E+003, 2.2139142E+002
 2.2620654E+002, 4.7942362E+002, 1.6218272E-002, 2.5023912E+001, 5.2515872E+001, 2.8332102E+000, 7.8736180E+002, 3.9700879E+003,-1.7050448E+003, 2.2469963E+002
 2.2680301E+002, 5.0957264E+002, 9.0437633E-003, 1.4756530E+001, 4.5072870E+001, 2.0326247E+000, 7.5665541E+002, 3.0150992E+003,-1.1095842E+003, 2.0287504E+002
 2.2741442E+002, 5.2401533E+002, 8.6733717E-003, 1.6004675E+001, 4.5463206E+001, 1.4632272E+000, 7.1497192E+002, 3.2014361E+003,-1.5018070E+003, 2.0101695E+002
 2.2801605E+002, 5.4283111E+002, 1.2117028E-002, 2.2068906E+001, 5.4268648E+001, 1.4093200E+000, 7.2755282E+002, 3.4337329E+003,-1.5858336E+003, 2.4868639E+002
 2.2860386E+002, 5.2650211E+002, 1.5561887E-002, 2.3323574E+001, 5.5878233E+001, 2.4396949E+000, 8.1066571E+002, 3.3882387E+003,-1.3814992E+003, 2.5253946E+002
 2.2921467E+002, 4.5296685E+002, 9.7678941E-003, 1.6740070E+001, 3.9091254E+001, 1.7487937E+000, 6.7445538E+002, 2.8289154E+003,-1.1672874E+003, 1.7470312E+002
 2.2981719E+002, 5.3301486E+002, 1.5661793E-002, 2.3652663E+001, 5.6228534E+001, 2.2662751E+000, 7.5840866E+002, 3.2873334E+003,-1.4468319E+003, 2.3839521E+002
 2.3041380E+002, 4.8059990E+002, 6.2573470E-003, 1.0504856E+001, 3.3912081E+001, 8.8329984E-001, 6.1023141E+002, 2.1121313E+003,-7.9276702E+002, 1.6511336E+002
 2.3101476E+002, 4.5769231E+002, 4.9295540E-003, 1.0332195E+001, 2.9970441E+001, 3.7135149E-001, 5.2666021E+002, 1.8170988E+003,-7.9022362E+002, 1.4238425E+002
 2.3161751E+002, 4.5501684E+002, 5.3104806E-003, 1.0675068E+001, 3.0170500E+001, 4.0032963E-001, 5.2812378E+002, 1.9723496E+003,-7.8719383E+002, 1.4261250E+002
 2.3222026E+002, 4.6530925E+002, 6.5352778E-003, 1.3030843E+001, 3.4406152E+001, 7.5615625E-001, 5.8228332E+002, 2.4308550E+003,-1.0115990E+003, 1.5773116E+002
 2.3280635E+002, 4.7086804E+002, 8.4772317E-003, 1.4663010E+001, 3.7012961E+001, 7.9180828E-001, 5.9222571E+002, 2.2309042E+003,-9.1615316E+002, 1.7220528E+002
 2.3340370E+002, 4.8224175E+002, 1.1815749E-002, 2.0356779E+001, 4.6156059E+001, 1.9230526E+000, 7.1947326E+002, 3.2485637E+003,-1.4853169E+003, 2.0222979E+002
 2.3401800E+002, 4.5495372E+002, 1.7447555E-002, 2.6046743E+001, 5.1359717E+001, 2.8109511E+000, 7.7610532E+002, 3.8857824E+003,-1.6055759E+003, 2.1897097E+002
 2.3461200E+002, 6.1584566E+002, 8.6275322E-003,-4.6952371E+000, 4.8193754E+001, 1.6391420E+000, 7.7276265E+002, 2.8311273E+003,-1.4628185E+003, 2.2747379E+002
 2.3521362E+002, 5.3099297E+002, 1.0099587E-002, 1.7552773E+001, 4.8479231E+001, 1.7275538E+000, 7.4932423E+002, 3.4816341E+003,-1.6632410E+003, 2.1173781E+002
 2.3580446E+002, 5.2751917E+002, 1.2666792E-002, 2.0123242E+001, 5.1095107E+001, 1.6635627E+000, 7.3767212E+002, 3.2649570E+003,-1.4739374E+003, 2.2553317E+002
 2.3641000E+002, 4.9616863E+002, 1.3203442E-002, 2.4515847E+001, 5.1631946E+001, 1.5401240E+000, 6.9784817E+002, 2.9611521E+003,-1.3418492E+003, 2.5226133E+002
 2.3700432E+002, 5.5859714E+002, 2.4319141E-002, 3.5957283E+001, 7.5645928E+001, 3.2708679E+000, 8.9948912E+002, 3.3520892E+003,-9.4469950E+002, 3.6368438E+002
 2.3761445E+002, 5.1285119E+002, 8.6047253E-003, 1.4027446E+001, 4.2909304E+001, 1.9332971E+000, 7.3912383E+002, 2.2821368E+003,-9.9358434E+002, 1.9540554E+002
 2.3820056E+002, 4.5921954E+002, 5.7030652E-003, 1.0788904E+001, 3.2014573E+001, 1.0638480E+000, 6.0595623E+002, 2.0703360E+003,-8.3818623E+002, 1.4801489E+002
 2.3880939E+002, 4.7988291E+002, 7.9585559E-003, 1.4960900E+001, 3.8514204E+001, 9.9000211E-001, 6.2393812E+002, 2.4427989E+003,-9.9964987E+002, 1.7451230E+002
 2.3940066E+002, 4.8754998E+002, 1.0712631E-002, 1.9020700E+001, 4.5067415E+001, 1.7779893E+000, 7.1014958E+002, 3.2602649E+003,-1.3724854E+003, 2.0082601E+002
 2.4001093E+002, 4.9368825E+002, 1.7723212E-002, 2.7006046E+001, 5.6762997E+001, 3.1657903E+000, 8.3767174E+002, 3.8040391E+003,-1.7623776E+003, 2.4286829E+002
 2.4061885E+002, 5.0315471E+002, 1.0374276E-002, 1.2381401E+001, 4.3204603E+001, 1.5359762E+000, 6.6319330E+002, 2.5776679E+003,-1.0554815E+003, 1.8707302E+002
 2.4120541E+002, 5.2563384E+002, 8.7399593E-003, 1.7527492E+001, 4.6595031E+001, 1.1292200E+000, 6.7976769E+002, 3.2735190E+003,-1.4134402E+003, 2.0916503E+002
 2.4181270E+002, 4.9176053E+002, 8.4570565E-003, 1.4584528E+001, 3.9499178E+001, 9.1289177E-001, 6.2689616E+002, 2.3537044E+003,-9.0128322E+002, 2.1798063E+002
 2.4240336E+002, 4.9505327E+002, 1.0462912E-002, 1.6763795E+001, 4.4017345E+001, 2.0667251E+000, 7.4640141E+002, 2.9125490E+003,-1.0275981E+003, 1.9834750E+002
 2.4301771E+002, 4.4903745E+002, 7.9222337E-003, 1.2201966E+001, 3.3423939E+001, 1.4606464E+000, 6.3358065E+002, 2.2400522E+003,-6.1597546E+002, 1.5464308E+002
 2.4361083E+002, 4.2678951E+002, 5.6660475E-003, 1.1549742E+001, 2.9084896E+001, 6.5662590E-001, 5.3200319E+002, 1.8274908E+003,-7.7823211E+002, 1.3653136E+002
 2.4421373E+002, 4.5180940E+002, 1.1610230E-002, 1.9725667E+001, 4.1914781E+001, 1.5055394E+000, 6.4854632E+002, 2.9030931E+003,-1.1663556E+003, 1.8780740E+002
 2.4480995E+002, 4.3973706E+002, 9.0480648E-003, 1.7174235E+001, 3.7351398E+001, 1.2606753E+000, 6.3025107E+002, 2.0821174E+003,-8.2325930E+002, 1.7173430E+002
 2.4540617E+002, 5.0637290E+002, 7.4781471E-003, 1.5179148E+001, 4.2331268E+001, 1.5169406E+000, 7.0384684E+002, 2.8385642E+003,-1.2223255E+003, 2.6952807E+002
 2.4600053E+002, 6.0219595E+002, 1.8491413E-002, 3.0118525E+001, 7.5605532E+001, 3.9076327E+000, 1.0042443E+003, 3.4317163E+003,-1.4455658E+003, 6.6800713E+002
 2.4660084E+002, 5.1908106E+002, 1.8791114E-002, 2.5726137E+001, 6.1381782E+001, 5.1523837E+000, 1.0172204E+003, 2.7002052E+003,-1.4169140E+003, 2.7746614E+002
 2.4721079E+002, 4.0491371E+002, 5.9301039E-003, 8.1417180E+000, 2.4412269E+001, 6.5146754E-001, 4.5593717E+002, 1.2617661E+003,-3.1816119E+002, 1.1626346E+002
