s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 4.9800405E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4044821E+002, 9.8476506E+002,-1.1859485E+002, 2.0173283E+002
 4.9860021E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9356379E+002, 1.0534318E+003,-5.1940808E+001, 2.1913365E+002
 4.9920302E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6425528E+002, 1.2619412E+003,-1.3032044E+002, 1.4813161E+002
 4.9980336E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0872816E+002, 7.9415845E+002,-1.2469053E+002, 1.5097342E+002
 5.0040720E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0465185E+002, 1.2254579E+003,-2.3739448E+002, 1.9901109E+002
 5.0100706E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7776091E+002, 6.8475807E+002, 5.0918413E+000, 1.7859600E+002
 5.0160439E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7587238E+002, 1.5734487E+003,-1.4171624E+002, 1.6729936E+002
 5.0220713E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9977128E+002, 1.3344809E+003,-1.0383411E+002, 1.7313202E+002
 5.0280593E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8553930E+002, 7.9627928E+002,-3.4840527E+001, 1.6663718E+002
 5.0340612E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0413893E+003, 1.9545505E+003,-8.4962446E+002, 2.2594455E+002
 5.0400002E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5584527E+002, 1.7854132E+003,-1.5899935E+002, 2.2226663E+002
 5.0460332E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1951096E+003, 3.3702730E+003,-1.0377197E+003, 3.2886674E+002
 5.0520884E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1422001E+003, 2.6998465E+003,-9.7771753E+002, 2.7358825E+002
 5.0580603E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1950424E+003, 3.3875804E+003,-1.6586239E+003, 3.3261913E+002
 5.0640262E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0529630E+003, 4.3138851E+003,-8.8217998E+002, 2.7827929E+002
 5.0700565E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1388926E+003, 5.4328817E+003,-1.2320750E+003, 3.7817163E+002
 5.0760240E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1347030E+003, 2.8769657E+003,-8.4926788E+002, 3.0519730E+002
 5.0820445E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0131761E+003, 2.6876038E+003,-6.4182364E+002, 2.3169614E+002
 5.0880148E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4751498E+002, 1.3159901E+003,-3.4420017E+002, 2.0687789E+002
 5.0940054E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7126972E+002, 2.0216251E+003,-3.6556677E+002, 2.0276078E+002
 5.1001040E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2582942E+002, 1.7075671E+003,-3.6185817E+002, 1.9801858E+002
 5.1060657E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1443824E+002, 2.4228437E+003,-5.2468259E+002, 2.1650867E+002
 5.1120895E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0029830E+002, 2.1078600E+003,-3.6365563E+002, 1.7684129E+002
 5.1180244E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6947688E+002, 1.8878493E+003,-5.8083912E+002, 2.7753497E+002
 5.1240624E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0851225E+002, 1.2651663E+003,-2.3492292E+002, 2.5734285E+002
 5.1300188E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2093912E+003, 2.1914117E+003,-1.0038825E+003, 3.1499255E+002
 5.1360884E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2012453E+003, 3.0158239E+003,-8.4600115E+002, 3.3805102E+002
 5.1420666E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6742973E+002, 2.0425544E+003,-4.8470520E+002, 2.7845140E+002
 5.1480145E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4352699E+002, 1.7950080E+003,-3.8143207E+002, 2.7833603E+002
 5.1540024E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1077712E+002, 1.8619423E+003,-1.8581874E+002, 2.3459647E+002
 5.1600644E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6695759E+002, 2.5861813E+003,-4.2926203E+002, 2.8950227E+002
 5.1660583E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6393717E+002, 1.7939514E+003,-1.2855413E+002, 2.4420247E+002
 5.1720426E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4660972E+002, 1.4557604E+003,-2.7488062E+001, 2.3888160E+002
 5.1780834E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0950888E+002, 3.2870467E+003,-1.4150490E+002, 1.9711273E+002
 5.1840951E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4424520E+002, 1.9403383E+003,-4.8423576E+002, 2.6875627E+002
 5.1900314E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6671923E+002, 1.2025878E+003,-9.9134507E+001, 1.9868565E+002
 5.1960593E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3806657E+002, 1.3851460E+003,-4.2073025E+001, 2.2330449E+002
 5.2020398E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0208227E+002, 1.7883931E+003,-9.6561114E-001, 2.0627520E+002
 5.2080211E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3323763E+002, 2.7557556E+003,-4.2789760E+002, 2.3403425E+002
 5.2140038E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8907551E+002, 1.2513682E+003, 4.0212796E+001, 1.8923623E+002
 5.2200928E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6639658E+002, 2.6839039E+003,-1.4276015E+002, 2.0090372E+002
 5.2260660E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8812231E+002, 1.6855039E+003,-9.4413464E+000, 2.5174059E+002
 5.2320392E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3623726E+002, 2.0936203E+003, 5.9350763E+001, 2.6897760E+002
 5.2380002E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2786536E+002, 3.5534343E+003, 2.8008005E+001, 2.0958157E+002
 5.2440877E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1492548E+002, 3.8278887E+003,-2.5789284E+002, 2.2766930E+002
 5.2500336E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4664326E+002, 2.3743929E+003,-2.8087398E+002, 2.0384054E+002
 5.2560266E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5129983E+002, 9.3244706E+002, 3.8844101E+001, 1.7472657E+002
 5.2620566E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4100667E+002, 2.0919175E+003,-7.9421427E+001, 2.1777691E+002
 5.2680556E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9884033E+002, 2.2263659E+003, 1.4029366E+001, 1.7336672E+002
 5.2740545E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3374949E+002, 1.4464783E+003,-2.3565624E+001, 1.6069079E+002
 5.2800369E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7893964E+002, 8.8278713E+002,-5.8554691E+001, 1.8941579E+002
 5.2860456E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3138801E+002, 1.1410628E+003, 2.9040219E+001, 1.7046743E+002
 5.2920396E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2313602E+002, 9.8399307E+002, 5.4767045E+001, 2.1065290E+002
 5.2980944E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4313201E+002, 1.0122659E+003, 6.1981084E+001, 2.1514300E+002
 5.3040407E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0472805E+002, 3.3752815E+003,-3.0955421E+002, 3.1322525E+002
 5.3100675E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1375224E+002, 1.4779845E+003,-4.0741716E+001, 1.7195676E+002
 5.3160250E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2836143E+002, 1.7684029E+003,-3.1714891E+002, 2.1373080E+002
 5.3220382E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3091039E+002, 8.3484617E+002, 3.9958044E+001, 1.5942901E+002
 5.3280931E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7144653E+002, 1.0952989E+003, 1.3006362E+001, 1.8114246E+002
 5.3340129E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9384327E+002, 1.9922975E+003,-4.3067585E+002, 2.6288131E+002
 5.3400509E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3848913E+002, 3.2700806E+003,-2.8599627E+002, 2.9644591E+002
 5.3460982E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2809059E+002, 2.7551156E+003,-3.8094839E+002, 2.1289916E+002
 5.3520655E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7879931E+002, 3.2076066E+003,-4.0476041E+002, 2.6624158E+002
 5.3580591E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0324815E+003, 2.3612351E+003,-6.4297193E+002, 3.2519328E+002
 5.3640422E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2286844E+002, 1.4123787E+003,-4.4150453E+001, 2.0872163E+002
 5.3700881E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7493212E+002, 7.0030418E+002, 6.0599441E+000, 1.6258632E+002
 5.3760562E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4882081E+002, 3.0000795E+002, 4.0363559E+001, 1.6264696E+002
 5.3820227E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5153646E+002, 2.0433320E+003, 2.2672688E+001, 2.1645714E+002
 5.3880881E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1316035E+002, 1.8575908E+003,-6.7348392E+001, 2.3588149E+002
 5.3940832E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0251023E+003, 4.6182357E+003,-6.0739433E+002, 3.5648656E+002
 5.4000425E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7715433E+002, 1.7619999E+003,-3.6095449E+001, 1.8555731E+002
 5.4060821E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6387659E+002, 3.4961315E+003,-3.6564117E+002, 3.1452497E+002
 5.4121004E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9117290E+002, 1.5296879E+003,-3.7205103E+001, 1.7187646E+002
 5.4180172E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2791044E+002, 5.7258551E+002, 3.4291770E+001, 1.6605480E+002
 5.4240950E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6301622E+002, 6.1432975E+002, 1.5591035E+001, 1.6928663E+002
 5.4300240E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5056004E+002, 4.6762740E+002, 2.6561079E+001, 1.3762813E+002
 5.4360100E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7871332E+002, 4.1755087E+002, 3.1699619E+001, 1.5241836E+002
 5.4420841E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9021587E+002, 8.7758468E+002, 4.0477057E+001, 1.7265261E+002
 5.4480103E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4131146E+002, 9.4694751E+002, 2.6776064E+001, 1.7429898E+002
 5.4540053E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3423575E+002, 1.7804370E+003,-6.2211629E+001, 1.8392357E+002
 5.4600480E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7541048E+002, 7.6522592E+002, 7.0555356E+001, 3.0246799E+002
 5.4660120E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5782370E+002, 2.5082392E+003,-1.6334820E+002, 2.3236132E+002
 5.4720127E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0304896E+002, 1.1320677E+003, 4.1811389E+001, 1.7221883E+002
 5.4780388E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8763840E+002, 8.1066978E+002, 2.2912257E+001, 1.3997427E+002
 5.4840637E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5916868E+002, 1.9818425E+003,-9.8571991E+001, 2.3346203E+002
 5.4900881E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6476994E+002, 3.4852974E+003,-4.2947625E+002, 3.3203883E+002
 5.4960462E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1137410E+002, 1.1592380E+003, 2.1554110E+001, 1.7894733E+002
 5.5020833E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9292650E+002, 5.9716189E+002, 4.4939099E+001, 1.8801294E+002
 5.5080370E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9737907E+002, 2.0715373E+003,-2.6471422E+002, 2.4209112E+002
 5.5140160E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3571595E+002, 2.4044746E+003,-3.3362256E+001, 2.2556404E+002
 5.5200668E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0348633E+002, 1.4807395E+003,-1.5120141E+002, 2.2089206E+002
 5.5260323E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1714973E+002, 6.8986737E+002, 3.0948102E+001, 1.6376608E+002
 5.5320199E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4142094E+002, 2.8565232E+003,-1.4983499E+002, 3.2627311E+002
 5.5380542E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1604103E+003, 5.6928394E+003,-7.1916005E+002, 2.9136175E+002
 5.5440181E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0524078E+002, 2.8750685E+003,-1.1417877E+002, 2.0449717E+002
 5.5500762E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2940560E+002, 6.7425658E+002, 3.5038301E+001, 1.4742618E+002
 5.5560751E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0943810E+002, 6.6632279E+002, 4.9685966E+001, 1.9782470E+002
 5.5620654E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9664914E+002, 1.9481369E+003,-5.4397237E+002, 3.3242746E+002
 5.5680515E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3299207E+002, 1.2917673E+003, 3.4808961E+001, 1.9783232E+002
 5.5740595E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2251202E+002, 9.8050316E+002, 4.0683945E+001, 1.8259991E+002
 5.5800158E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0046170E+002, 1.5266370E+003, 6.9444335E+001, 2.6837324E+002
 5.5860552E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5241557E+002, 1.6804674E+003,-5.6276252E+001, 2.0384711E+002
 5.5920928E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9624939E+002, 3.2585075E+003,-6.4929374E+002, 2.6754744E+002
 5.5980303E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9286822E+002, 1.5839364E+003,-1.3243296E+002, 2.0271662E+002
 5.6040001E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6771102E+002, 7.2816805E+002, 3.5338890E+001, 1.8705646E+002
 5.6100657E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3221387E+002, 2.3294481E+003,-5.8665627E+000, 1.6932902E+002
 5.6160347E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0886590E+002, 1.5517991E+003, 3.4199908E+001, 1.7883541E+002
 5.6220417E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0367814E+002, 7.5796139E+002, 3.6314460E+001, 1.7018797E+002
 5.6280178E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5964214E+002, 1.8258649E+003, 4.1268918E-001, 2.1812003E+002
 5.6340275E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0761468E+002, 8.4888035E+002, 5.2091421E+001, 2.3892944E+002
 5.6400194E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7727316E+002, 5.4663553E+002, 3.1525339E+001, 1.5527477E+002
 5.6460412E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8633361E+002, 7.4606822E+002, 3.3554728E+001, 1.4948724E+002
 5.6520807E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4621461E+002, 1.0222125E+003,-8.6134880E+000, 1.5126203E+002
 5.6580354E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7164919E+002, 1.4710252E+003,-1.9864189E+002, 2.4639857E+002
 5.6640334E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0305926E+002, 8.8304191E+002, 4.4234769E+001, 1.9623350E+002
 5.6700997E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6327795E+002, 1.8554650E+003,-1.3247084E+002, 2.4555265E+002
 5.6760340E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2038539E+002, 5.3948733E+003,-2.1861331E+002, 2.2046590E+002
 5.6820560E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8220728E+002, 1.3039482E+003,-1.7919926E+002, 2.2335453E+002
 5.6880345E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8289032E+002, 1.0988856E+003,-1.1525338E+002, 3.4104838E+002
 5.6940481E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4693786E+002, 6.4859029E+002,-9.5358553E+001, 2.1074871E+002
 5.7000341E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0310766E+002, 1.4954489E+003,-7.8029717E+001, 2.4203048E+002
 5.7060796E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3657166E+002, 1.6619431E+003,-4.2167954E+002, 2.0123098E+002
 5.7120019E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3489863E+002, 5.4664506E+002,-7.5952959E-001, 1.8342646E+002
 5.7180326E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0716324E+002, 1.9355674E+003,-2.7572773E+002, 2.1134552E+002
 5.7240170E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0061054E+003, 1.1833662E+003,-6.6494024E+002, 2.7178189E+002
 5.7300738E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9011946E+002, 8.2632016E+002,-7.5710807E+001, 1.9246061E+002
 5.7360801E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2437262E+003, 2.5770938E+003,-1.1914630E+003, 3.0704801E+002
 5.7420878E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0398487E+003, 2.6653753E+003,-7.0935306E+002, 4.1249599E+002
 5.7480362E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1398951E+002, 3.0670810E+003,-1.7089992E+002, 2.2119241E+002
 5.7540569E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7061189E+002, 5.8456974E+002,-5.0517071E+001, 1.5944263E+002
 5.7600108E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0766333E+003, 1.9918085E+003,-7.4487115E+002, 3.2392722E+002
 5.7660008E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6806680E+002, 1.5881816E+003,-7.7241633E+001, 1.6013219E+002
 5.7720966E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0391549E+002, 1.1223456E+003,-1.6729651E+000, 1.5858679E+002
 5.7780644E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2514255E+002, 1.5075611E+003,-6.0942567E+001, 1.9562403E+002
 5.7840863E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3897686E+002, 9.0216024E+002,-8.6904198E+001, 1.8583512E+002
 5.7900644E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2928574E+002, 1.8198838E+003,-4.2865368E+002, 2.0830857E+002
 5.7960121E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0538260E+003, 2.8795318E+003,-6.5584462E+002, 2.6453474E+002
 5.8020830E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7320506E+002, 8.4676600E+002,-5.1040207E+001, 2.1644915E+002
 5.8080809E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5074558E+002, 1.3108668E+003,-1.7407422E+002, 2.2997056E+002
